Designator,Value,Footprint,Mid X,Mid Y,Rotation,Layer
"C1","1uF","C_0402_1005Metric",131.020000,-97.990000,270.000000,top
"C2","100nF","C_0402_1005Metric",132.100000,-97.990000,270.000000,top
"U1","MP34DT05TR-A","MP34DT05TR-A",134.998401,-99.157466,0.000000,top
